Category,Repos,file_type,total_size,total_number,perc_size,perc_num
MLOps/ AIOps,kubeflow/kubeflow,gcc,24105064,1,1.3754,0.0026
MLOps/ AIOps,kubeflow/kubeflow,cache,15701760,1,0.8959,0.0026
MLOps/ AIOps,kubeflow/kubeflow,.mgc,16084752,3,0.9178,0.0077
MLOps/ AIOps,kubeflow/kubeflow,/chatbot/cmd/jwt/jwt,4134351,1,0.2359,0.0026
MLOps/ AIOps,kubeflow/kubeflow,cache,3673437,1,0.2096,0.0026
MLOps/ AIOps,kubeflow/kubeflow,perl,3198239,2,0.1825,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bin,3197768,1,0.1825,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,3113472,1,0.1777,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,3113472,1,0.1777,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,2876160,1,0.1641,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,2876160,1,0.1641,0.0026
MLOps/ AIOps,kubeflow/kubeflow,DOC,2839680,1,0.162,0.0026
MLOps/ AIOps,kubeflow/kubeflow,.Q16.1.2,4014280,2,0.2291,0.0052
MLOps/ AIOps,kubeflow/kubeflow,DOC,2024814,1,0.1155,0.0026
MLOps/ AIOps,kubeflow/kubeflow,DOC,1811093,1,0.1033,0.0026
MLOps/ AIOps,kubeflow/kubeflow,ld,6683536,3,0.3814,0.0077
MLOps/ AIOps,kubeflow/kubeflow,.bfd,3570064,2,0.2037,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bin,1785032,1,0.1019,0.0026
MLOps/ AIOps,kubeflow/kubeflow,/usr/lib/locale/C.UTF-8/LC_COLLATE,1517626,1,0.0866,0.0026
MLOps/ AIOps,kubeflow/kubeflow,.Q16.1.2.3.4,4014280,2,0.2291,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bash,1169126,3,0.0667,0.0077
MLOps/ AIOps,kubeflow/kubeflow,bin,1168776,1,0.0667,0.0026
MLOps/ AIOps,kubeflow/kubeflow,cpp-8,1104828,2,0.063,0.0052
MLOps/ AIOps,kubeflow/kubeflow,g++-8,1104828,2,0.063,0.0052
MLOps/ AIOps,kubeflow/kubeflow,g++,1104795,2,0.063,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bin,1104760,1,0.063,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,1104760,1,0.063,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,1104760,1,0.063,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,1104760,1,0.063,0.0026
MLOps/ AIOps,kubeflow/kubeflow,gcc,975152,1,0.0556,0.0026
MLOps/ AIOps,kubeflow/kubeflow,ldconfig,909105,2,0.0519,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bin,893880,1,0.051,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,893880,1,0.051,0.0026
MLOps/ AIOps,kubeflow/kubeflow,rlogin,774662,3,0.0442,0.0077
MLOps/ AIOps,kubeflow/kubeflow,c++,772740,3,0.0441,0.0077
MLOps/ AIOps,kubeflow/kubeflow,cc,768643,3,0.0439,0.0077
MLOps/ AIOps,kubeflow/kubeflow,openssl,736936,2,0.042,0.0052
MLOps/ AIOps,kubeflow/kubeflow,bin,727848,1,0.0415,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,688216,1,0.0393,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,688216,1,0.0393,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,688216,1,0.0393,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,688216,1,0.0393,0.0026
MLOps/ AIOps,kubeflow/kubeflow,.a,153761918,159,8.7736,0.4095
MLOps/ AIOps,kubeflow/kubeflow,gcc,602328,1,0.0344,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,597056,1,0.0341,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,597056,1,0.0341,0.0026
MLOps/ AIOps,kubeflow/kubeflow,ip,584392,2,0.0333,0.0052
MLOps/ AIOps,kubeflow/kubeflow,/usr/share/libthai/thbrk.tri,579256,1,0.0331,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,566840,1,0.0323,0.0026
MLOps/ AIOps,kubeflow/kubeflow,bin,561168,1,0.032,0.0026
MLOps/ AIOps,tensorflow/tfjs,node,82449664,6,1.6992,0.0054
MLOps/ AIOps,tensorflow/tfjs,lto1,48210128,2,0.9936,0.0018
MLOps/ AIOps,tensorflow/tfjs,.ttc,43937276,4,0.9055,0.0036
MLOps/ AIOps,tensorflow/tfjs,b618250219c3ed34621d0e92cfae9f66b376ad5e6cd7f00178cb7688044c0ae4a96f19ef9985ca10db110e08f40606becd07b00eeabc13f20468ce200756,20877314,2,0.4303,0.0018
MLOps/ AIOps,tensorflow/tfjs,ctest,13166532,6,0.2714,0.0054
MLOps/ AIOps,tensorflow/tfjs,.es2017.1.2,30131176,28,0.621,0.0252
MLOps/ AIOps,tensorflow/tfjs,cpack,11372856,6,0.2344,0.0054
MLOps/ AIOps,tensorflow/tfjs,932f6236f6f5948ae15c4095cdc9ac961586a0c11f9221f6dec7ca798e361a0861c6c04e4641cac7fa78280a0299c66e6d74cbd826c24f9e28763377d8cd,10727528,2,0.2211,0.0018
MLOps/ AIOps,tensorflow/tfjs,.mgc,32169504,6,0.663,0.0054
MLOps/ AIOps,tensorflow/tfjs,8b702890065e0acdae660db59b7fc4125814d6de5ed20e31a143330ed484ed41ab47cf192e1c61dc278093509bcd03426629fe102563af945a849b1c322d,9233842,2,0.1903,0.0018
MLOps/ AIOps,tensorflow/tfjs,cns11643_stroke,9046736,2,0.1864,0.0018
MLOps/ AIOps,tensorflow/tfjs,.es2017.1,15735922,14,0.3243,0.0126
MLOps/ AIOps,tensorflow/tfjs,.fesm.1,14520016,14,0.2992,0.0126
MLOps/ AIOps,tensorflow/tfjs,locale-archive,6493664,2,0.1338,0.0018
MLOps/ AIOps,tensorflow/tfjs,perl5.28.1,6403728,2,0.132,0.0018
MLOps/ AIOps,tensorflow/tfjs,gold,6226944,2,0.1283,0.0018
MLOps/ AIOps,tensorflow/tfjs,x86_64-linux-gnu-gold,6226944,2,0.1283,0.0018
