Image,RepoTag,config_size,config_digest,created,created_by,empty_layer,comments
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-11-25T22:25:13.893229226Z,/bin/sh -c #(nop) ADD file:6ef542de9959c3061f2d0758adb031e226b221a1a2cd748ff59e6fc13216a1c0 in / ,,
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-11-25T22:25:14.939045643Z,"/bin/sh -c set -xe 		&& echo '#!/bin/sh' > /usr/sbin/policy-rc.d 	&& echo 'exit 101' >> /usr/sbin/policy-rc.d 	&& chmod +x /usr/sbin/policy-rc.d 		&& dpkg-divert --local --rename --add /sbin/initctl 	&& cp -a /usr/sbin/policy-rc.d /sbin/initctl 	&& sed -i 's/^exit.*/exit 0/' /sbin/initctl 		&& echo 'force-unsafe-io' > /etc/dpkg/dpkg.cfg.d/docker-apt-speedup 		&& echo 'DPkg::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' > /etc/apt/apt.conf.d/docker-clean 	&& echo 'APT::Update::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' >> /etc/apt/apt.conf.d/docker-clean 	&& echo 'Dir::Cache::pkgcache """"; Dir::Cache::srcpkgcache """";' >> /etc/apt/apt.conf.d/docker-clean 		&& echo 'Acquire::Languages ""none"";' > /etc/apt/apt.conf.d/docker-no-languages 		&& echo 'Acquire::GzipIndexes ""true""; Acquire::CompressionTypes::Order:: ""gz"";' > /etc/apt/apt.conf.d/docker-gzip-indexes 		&& echo 'Apt::AutoRemove::SuggestsImportant ""false"";' > /etc/apt/apt.conf.d/docker-autoremove-suggests",,
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-11-25T22:25:15.966902703Z,"/bin/sh -c [ -z ""$(apt-get indextargets)"" ]",True,
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-11-25T22:25:16.910748508Z,/bin/sh -c mkdir -p /run/systemd && echo 'docker' > /run/systemd/container,,
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-11-25T22:25:17.102901455Z,"/bin/sh -c #(nop)  CMD [""/bin/bash""]",True,
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:29:13.675832982Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:29:13.675832982Z,"RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     gnupg2 curl ca-certificates &&     curl -fsSL https://developer.download.nvidia.com/compute/cuda/repos/ubuntu1804/x86_64/7fa2af80.pub | apt-key add - &&     echo ""deb https://developer.download.nvidia.com/compute/cuda/repos/ubuntu1804/x86_64 /"" > /etc/apt/sources.list.d/cuda.list &&     echo ""deb https://developer.download.nvidia.com/compute/machine-learning/repos/ubuntu1804/x86_64 /"" > /etc/apt/sources.list.d/nvidia-ml.list &&     apt-get purge --autoremove -y curl     && rm -rf /var/lib/apt/lists/* # buildkit",,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:29:13.675832982Z,ENV CUDA_VERSION=10.2.89,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:29:13.675832982Z,ENV CUDA_PKG_VERSION=10-2=10.2.89-1,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.897108857Z,RUN /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-cudart-$CUDA_PKG_VERSION     cuda-compat-10-2     && ln -s cuda-10.2 /usr/local/cuda &&     rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,"RUN /bin/sh -c echo ""/usr/local/nvidia/lib"" >> /etc/ld.so.conf.d/nvidia.conf &&     echo ""/usr/local/nvidia/lib64"" >> /etc/ld.so.conf.d/nvidia.conf # buildkit",,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,ENV PATH=/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,ENV LD_LIBRARY_PATH=/usr/local/nvidia/lib:/usr/local/nvidia/lib64,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,ENV NVIDIA_VISIBLE_DEVICES=all,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,"ENV NVIDIA_DRIVER_CAPABILITIES=compute,utility",True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2020-12-14T23:53:32.980298608Z,"ENV NVIDIA_REQUIRE_CUDA=cuda>=10.2 brand=tesla,driver>=396,driver<397 brand=tesla,driver>=410,driver<411 brand=tesla,driver>=418,driver<419 brand=tesla,driver>=440,driver<441",True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2021-01-12T20:47:05.050756967Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
gnina/gnina,latest,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,2021-01-12T20:47:05.050756967Z,ENV NCCL_VERSION=2.8.3,True,buildkit.dockerfile.v0
