Image,RepoTag,config_size,config_digest,created,created_by,empty_layer,comments
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T06:57:37.563507139Z,/bin/sh -c #(nop)  ENV PYTHON_GET_PIP_URL=https://github.com/pypa/get-pip/raw/65986a26949050d26e6ec98915da4aade8d8679d/get-pip.py,True,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T06:57:37.753803295Z,/bin/sh -c #(nop)  ENV PYTHON_GET_PIP_SHA256=8d412752ae26b46a39a201ec618ef9ef7656c5b2d8529cdcbe60cd70dc94f40c,True,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T06:57:51.788078514Z,"/bin/sh -c set -ex; 		savedAptMark=""$(apt-mark showmanual)""; 	apt-get update; 	apt-get install -y --no-install-recommends wget; 		wget -O get-pip.py ""$PYTHON_GET_PIP_URL""; 	echo ""$PYTHON_GET_PIP_SHA256 *get-pip.py"" | sha256sum --check --strict -; 		apt-mark auto '.*' > /dev/null; 	[ -z ""$savedAptMark"" ] || apt-mark manual $savedAptMark; 	apt-get purge -y --auto-remove -o APT::AutoRemove::RecommendsImportant=false; 	rm -rf /var/lib/apt/lists/*; 		python get-pip.py 		--disable-pip-version-check 		--no-cache-dir 		""pip==$PYTHON_PIP_VERSION"" 	; 	pip --version; 		find /usr/local -depth 		\( 			\( -type d -a \( -name test -o -name tests \) \) 			-o 			\( -type f -a \( -name '*.pyc' -o -name '*.pyo' \) \) 		\) -exec rm -rf '{}' +; 	rm -f get-pip.py",,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T06:57:51.967696667Z,"/bin/sh -c #(nop)  CMD [""python3""]",True,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T11:12:37.410523563Z,/bin/sh -c #(nop) COPY file:8eb022b20e2bb5e8014c1c7e7b43854a776a5098d713c0256881d70884e62f5e in /code/ ,,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T11:13:56.542629494Z,/bin/sh -c pip install -r /code/requirements.txt,,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T11:13:57.229422822Z,/bin/sh -c #(nop) COPY file:48010f8c05121521d9d40880e6bbefafc934807556d15d768117f7fd38cc2009 in . ,,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T11:14:02.758769917Z,/bin/sh -c pip install ./gordo-components-packed.tar.gz,,
milesg/gordo-model-server,latest,9274,sha256:89ebb9420ebc603c6219962a7dcde5d994215551989e256f1c2dc4f5a578b1ba,2019-10-17T11:14:02.907241418Z,"/bin/sh -c #(nop)  CMD [""gordo-components"" ""run-server"" ""--host"" ""0.0.0.0"" ""--port"" ""5555""]",True,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-05-07T04:08:58.8431847Z,Apply image 1809-RTM-amd64,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-08T03:39:51.6386283Z,Install update 1809-amd64,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T01:52:06.7742223Z,cmd /S /C #(nop) WORKDIR C:\python,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:03:31.690794Z,cmd /S /C #(nop) COPY dir:53c110c7afc0390d006ec6231aff2d8a3f344d9daea11fd5ac8ab993adc0eaf1 in \python ,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:04:20.2922938Z,cmd /S /C powershell.exe -Command 	wget https://download.microsoft.com/download/9/3/F/93FCF1E7-E6A4-478B-96E7-D4B285925B00/vc_redist.x64.exe -OutFile vc_redist.x64.exe ; 	Start-Process vc_redist.x64.exe -ArgumentList '/q /norestart' -Wait; 	Remove-Item vc_redist.x64.exe -Force,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:06:06.4700911Z,cmd /S /C powershell.exe -Command     $ErrorActionPreference = 'Stop';     [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12;     wget https://www.python.org/ftp/python/3.6.1/python-3.6.1rc1-amd64.exe -OutFile python-3.6.1rc1-amd64.exe ;     Start-Process python-3.6.1rc1-amd64.exe -ArgumentList '/quiet InstallAllUsers=1 PrependPath=1' -Wait ;     Remove-Item python-3.6.1rc1-amd64.exe -Force,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:06:54.5906854Z,cmd /S /C python -m pip install --upgrade pip,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:11:12.0324328Z,cmd /S /C pip install tensorflow-directml,,
msxlol/tensorflow-directml-sample,latest,3292,sha256:c6d197201212d79a3d81274dda58399ed7871668d3e6e890ae6538d2ab1f5de5,2020-07-24T09:11:14.4568785Z,"cmd /S /C #(nop)  CMD [""py"" ""-u"" ""test.py""]",,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-11-25T22:25:26.245907708Z,/bin/sh -c #(nop) ADD file:4f15c4475fbafb3fe335e415e3ea1ac416c34af911fcdfe273c5759438aa8eb4 in / ,,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-11-25T22:25:27.346756278Z,"/bin/sh -c set -xe 		&& echo '#!/bin/sh' > /usr/sbin/policy-rc.d 	&& echo 'exit 101' >> /usr/sbin/policy-rc.d 	&& chmod +x /usr/sbin/policy-rc.d 		&& dpkg-divert --local --rename --add /sbin/initctl 	&& cp -a /usr/sbin/policy-rc.d /sbin/initctl 	&& sed -i 's/^exit.*/exit 0/' /sbin/initctl 		&& echo 'force-unsafe-io' > /etc/dpkg/dpkg.cfg.d/docker-apt-speedup 		&& echo 'DPkg::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' > /etc/apt/apt.conf.d/docker-clean 	&& echo 'APT::Update::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' >> /etc/apt/apt.conf.d/docker-clean 	&& echo 'Dir::Cache::pkgcache """"; Dir::Cache::srcpkgcache """";' >> /etc/apt/apt.conf.d/docker-clean 		&& echo 'Acquire::Languages ""none"";' > /etc/apt/apt.conf.d/docker-no-languages 		&& echo 'Acquire::GzipIndexes ""true""; Acquire::CompressionTypes::Order:: ""gz"";' > /etc/apt/apt.conf.d/docker-gzip-indexes 		&& echo 'Apt::AutoRemove::SuggestsImportant ""false"";' > /etc/apt/apt.conf.d/docker-autoremove-suggests",,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-11-25T22:25:28.342445422Z,"/bin/sh -c [ -z ""$(apt-get indextargets)"" ]",True,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-11-25T22:25:29.343142847Z,/bin/sh -c mkdir -p /run/systemd && echo 'docker' > /run/systemd/container,,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-11-25T22:25:29.546718343Z,"/bin/sh -c #(nop)  CMD [""/bin/bash""]",True,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-12-14T17:52:03.524494192Z,/bin/sh -c apt-get update && apt-get upgrade -y,,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-12-14T17:52:24.088125205Z,/bin/sh -c apt-get install python3 -y,,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-12-14T17:55:10.629342175Z,/bin/sh -c apt-get install python3-pip -y,,
kevinmenden/scaden,latest,4000,sha256:9df25fb07975a12eecd892d249ceb830c0428815063abacb3263dbdf3b8cef1f,2020-12-14T18:01:10.540453362Z,/bin/sh -c pip3 install scaden,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-04-24T01:07:00.492876816Z,/bin/sh -c #(nop) ADD file:c3e6bb316dfa6b81dd4478aaa310df532883b1c0a14edeec3f63d641980c1789 in / ,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-04-24T01:07:02.135111213Z,"/bin/sh -c [ -z ""$(apt-get indextargets)"" ]",,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-04-24T01:07:03.672177555Z,"/bin/sh -c set -xe 		&& echo '#!/bin/sh' > /usr/sbin/policy-rc.d 	&& echo 'exit 101' >> /usr/sbin/policy-rc.d 	&& chmod +x /usr/sbin/policy-rc.d 		&& dpkg-divert --local --rename --add /sbin/initctl 	&& cp -a /usr/sbin/policy-rc.d /sbin/initctl 	&& sed -i 's/^exit.*/exit 0/' /sbin/initctl 		&& echo 'force-unsafe-io' > /etc/dpkg/dpkg.cfg.d/docker-apt-speedup 		&& echo 'DPkg::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' > /etc/apt/apt.conf.d/docker-clean 	&& echo 'APT::Update::Post-Invoke { ""rm -f /var/cache/apt/archives/*.deb /var/cache/apt/archives/partial/*.deb /var/cache/apt/*.bin || true""; };' >> /etc/apt/apt.conf.d/docker-clean 	&& echo 'Dir::Cache::pkgcache """"; Dir::Cache::srcpkgcache """";' >> /etc/apt/apt.conf.d/docker-clean 		&& echo 'Acquire::Languages ""none"";' > /etc/apt/apt.conf.d/docker-no-languages 		&& echo 'Acquire::GzipIndexes ""true""; Acquire::CompressionTypes::Order:: ""gz"";' > /etc/apt/apt.conf.d/docker-gzip-indexes 		&& echo 'Apt::AutoRemove::SuggestsImportant ""false"";' > /etc/apt/apt.conf.d/docker-autoremove-suggests",,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-04-24T01:07:05.384376132Z,/bin/sh -c mkdir -p /run/systemd && echo 'docker' > /run/systemd/container,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-04-24T01:07:05.743682549Z,"/bin/sh -c #(nop)  CMD [""/bin/bash""]",True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:06:17.789680174Z,/bin/sh -c #(nop)  ARG QEMU_ARCH,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:06:17.963508487Z,/bin/sh -c #(nop) ADD file:8bcc38c99cb0bc7a2bb2464fa08c92f3755ce95b1f29117bc97205876116ac5b in /usr/bin ,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:06:18.14912266Z,/bin/sh -c #(nop) COPY dir:db1dc78b6f297211144c22334efc6291882b7a9b5e21f018fabcf1f70d1f4c68 in /bd_build ,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:07:26.988912567Z,|1 QEMU_ARCH=amd64 /bin/sh -c /bd_build/prepare.sh && 	/bd_build/system_services.sh && 	/bd_build/utilities.sh && 	/bd_build/cleanup.sh,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:07:27.533684434Z,/bin/sh -c #(nop)  ENV DEBIAN_FRONTEND=teletype LANG=en_US.UTF-8 LANGUAGE=en_US:en LC_ALL=en_US.UTF-8,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2020-06-04T09:07:27.694532161Z,"/bin/sh -c #(nop)  CMD [""/sbin/my_init""]",True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.195024958Z,/bin/sh -c #(nop)  ENV SPARK_VERSION=2.4.8,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.336656598Z,/bin/sh -c #(nop)  ENV SPARK_INSTALL=/usr/local,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.469787308Z,/bin/sh -c #(nop)  ENV SPARK_HOME=/usr/local/spark,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.608282128Z,/bin/sh -c #(nop)  ENV SPARK_ROLE=master,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.737601813Z,/bin/sh -c #(nop)  ENV HADOOP_VERSION=2.7,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:53.883789642Z,/bin/sh -c #(nop)  ENV SPARK_MASTER_PORT=7077,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.010347282Z,/bin/sh -c #(nop)  ENV SPARK_WORKER_PORT=41352,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.17299625Z,/bin/sh -c #(nop)  ENV SPARK_MASTER_HOST=0.0.0.0,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.285891937Z,/bin/sh -c #(nop)  ENV SPARK_WORKER_MEMORY=1g,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.404887084Z,/bin/sh -c #(nop)  ENV PYSPARK_PYTHON=python3,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.554883443Z,/bin/sh -c #(nop)  ENV DOCKERIZE_VERSION=v0.2.0,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:43:54.70974841Z,/bin/sh -c #(nop)  ENV PYSPARK_DRIVER_PYTHON=python3,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:44:58.722118755Z,/bin/sh -c apt-get update &&     apt-get install --no-install-recommends -y openjdk-8-jdk autossh python3-pip &&     apt-get clean &&     apt-get autoremove &&     rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:04.123994945Z,/bin/sh -c curl -L -O https://github.com/jwilder/dockerize/releases/download/$DOCKERIZE_VERSION/dockerize-linux-amd64-$DOCKERIZE_VERSION.tar.gz &&     tar -C /usr/local/bin -xzvf dockerize-linux-amd64-$DOCKERIZE_VERSION.tar.gz &&     rm -rf dockerize-linux-amd64-$DOCKERIZE_VERSION.tar.gz,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:35.483120099Z,/bin/sh -c curl -s http://mirror.synyx.de/apache/spark/spark-$SPARK_VERSION/spark-$SPARK_VERSION-bin-hadoop$HADOOP_VERSION.tgz | tar -xz -C $SPARK_INSTALL &&     cd $SPARK_INSTALL && ln -s spark-$SPARK_VERSION-bin-hadoop$HADOOP_VERSION spark,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:36.410867119Z,/bin/sh -c #(nop) WORKDIR /usr/local/spark,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:37.187113467Z,/bin/sh -c mkdir /etc/service/spark,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:37.309222844Z,/bin/sh -c #(nop) ADD file:5bd72c57019dc2d4da7e3caea963b4351562553b8f15a3dbbb27277de16fd194 in /etc/service/spark/run ,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:37.924991384Z,/bin/sh -c chmod +x /etc/service/**/*,,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:38.06158378Z,/bin/sh -c #(nop)  EXPOSE 4040 41352 6066 7077 7078 8080 8081 8888,True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:38.238086984Z,/bin/sh -c #(nop)  VOLUME [/usr/local/spark/logs],True,
camazaqui/learningorchestra,spark_image,9546,sha256:d07bee79f37c26e39a130a33836a4b6ad60258aa8bd5a77988ff0d3e0336a1e8,2021-10-05T22:45:38.383377862Z,"/bin/sh -c #(nop)  CMD [""/sbin/my_init""]",True,
pyronear/pyro-vision,latest,12539,sha256:4924b7f965dee8c6f3d445f841e0e07a6f5a61cfd41fdb3dd6cfc3604b0468f5,2021-06-23T00:20:01.272489141Z,/bin/sh -c #(nop) ADD file:3edc1a2322b55593b3cd8e935ca6d837e7618bcaaab27a09c9822728f8272ce0 in / ,,
pyronear/pyro-vision,latest,12539,sha256:4924b7f965dee8c6f3d445f841e0e07a6f5a61cfd41fdb3dd6cfc3604b0468f5,2021-06-23T00:20:02.008966895Z,"/bin/sh -c #(nop)  CMD [""bash""]",True,
pyronear/pyro-vision,latest,12539,sha256:4924b7f965dee8c6f3d445f841e0e07a6f5a61cfd41fdb3dd6cfc3604b0468f5,2021-06-23T05:46:06.647299409Z,/bin/sh -c set -eux; 	apt-get update; 	apt-get install -y --no-install-recommends 		ca-certificates 		curl 		netbase 		wget 	; 	rm -rf /var/lib/apt/lists/*,,
pyronear/pyro-vision,latest,12539,sha256:4924b7f965dee8c6f3d445f841e0e07a6f5a61cfd41fdb3dd6cfc3604b0468f5,2021-06-23T05:46:20.045394961Z,/bin/sh -c set -ex; 	if ! command -v gpg > /dev/null; then 		apt-get update; 		apt-get install -y --no-install-recommends 			gnupg 			dirmngr 		; 		rm -rf /var/lib/apt/lists/*; 	fi,,
pyronear/pyro-vision,latest,12539,sha256:4924b7f965dee8c6f3d445f841e0e07a6f5a61cfd41fdb3dd6cfc3604b0468f5,2021-06-23T05:47:08.645349309Z,/bin/sh -c apt-get update && apt-get install -y --no-install-recommends 		git 		mercurial 		openssh-client 		subversion 				procps 	&& rm -rf /var/lib/apt/lists/*,,
