Image,RepoTag,config_mediaType,config_size,config_digest,architecture,os,created,config_hostname,config_domain,config_User,config_env_count,Env,Cmd,ArgsEscaped,Image_shaa,Volumes,WorkingDir,Entrypoint,OnBuild,Labels,maintainer,container,cont_hostname,cont_domain,cont_User,cont_env_count,cont_Env,cont_Cmd,cont_Image_shaa,cont_Volumes,cont_WorkingDir,cont_Entrypoint,cont_OnBuild,cont_Labels,cont_maintainer,rootfs_layers_count,rootfs_layers,history
alphacep/kaldi-en,latest,application/vnd.docker.container.image.v1+json,5074,sha256:ddbd60ec5cf7cae0146380ae0532c2c0fa4048944828d8218516e5faec924c35,amd64,linux,2021-11-17T15:20:15.322606665Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.22']","['python3', './asr_server.py', '/opt/vosk-model-en/model']",,sha256:757f835ef3f7b94f7493028c99c0fbe9a39a9a5c8b3dfc0eef4458bc94886d51,,/opt/vosk-server/websocket,,,,,11d99cec3caf29ad68d3e0762138768c661059fbf2d172b357ac6f564854a2a2,11d99cec3caf,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.22']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-en/model""]']",sha256:757f835ef3f7b94f7493028c99c0fbe9a39a9a5c8b3dfc0eef4458bc94886d51,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:6276b4b1a86e4be9fcb004471f524e94ece09319d830b4a879f22ce03b6067ed/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:6276b4b1a86e4be9fcb004471f524e94ece09319d830b4a879f22ce03b6067ed/,10
alphacep/kaldi-en-in,latest,application/vnd.docker.container.image.v1+json,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,amd64,linux,2021-11-17T15:23:23.399083103Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.4']","['python3', './asr_server.py', '/opt/vosk-model-en-in/model']",,sha256:e93d95a6e1bbac3bb960d74fad41b6c72a689a2cc365e901bd3aa38b4167078f,,/opt/vosk-server/websocket,,,,,3c565a0f6d13a9e5254c0c9a40dbb0f3cb8842be9d050e5b81596fbe21d99b39,3c565a0f6d13,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.4']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-en-in/model""]']",sha256:e93d95a6e1bbac3bb960d74fad41b6c72a689a2cc365e901bd3aa38b4167078f,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:dd2726d9769eccfa46af4b878d66fae747982d29854b9c61ea9d091584a73859/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:dd2726d9769eccfa46af4b878d66fae747982d29854b9c61ea9d091584a73859/,10
alphacep/kaldi-en-spk,latest,application/vnd.docker.container.image.v1+json,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,amd64,linux,2021-11-17T15:25:02.764689568Z,,,,4,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.22', 'SPK_MODEL_VERSION=0.4', 'VOSK_SPK_MODEL_PATH=/opt/vosk-model-en/model-spk']","['python3', './asr_server.py', '/opt/vosk-model-en/model']",,sha256:6235662f93ad9b7fcd2c8fe44edf6849c61c063b2cd39f3206606af1563e0afa,,/opt/vosk-server/websocket,,,,,e93d64bbc46dabad7d03f2c4c1877c97b4f2684e8c1de34b7a20598cd8c43340,e93d64bbc46d,,,4,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.22', 'SPK_MODEL_VERSION=0.4', 'VOSK_SPK_MODEL_PATH=/opt/vosk-model-en/model-spk']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-en/model""]']",sha256:6235662f93ad9b7fcd2c8fe44edf6849c61c063b2cd39f3206606af1563e0afa,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:eca075f4e5603d3e40b5d4d12d3291dfc6be4b539a746f5d81e2c792e3623dc6/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:eca075f4e5603d3e40b5d4d12d3291dfc6be4b539a746f5d81e2c792e3623dc6/,12
alphacep/kaldi-en-gpu,latest,application/vnd.docker.container.image.v1+json,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,amd64,linux,2022-01-12T14:16:41.254305097Z,,,,34,"['PATH=/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'NVARCH=x86_64', 'NVIDIA_REQUIRE_CUDA=cuda>=11.4 brand=tesla,driver>=418,driver<419 brand=tesla,driver>=440,driver<441 driver>=450', 'NV_CUDA_CUDART_VERSION=11.4.108-1', 'NV_CUDA_COMPAT_PACKAGE=cuda-compat-11-4', 'CUDA_VERSION=11.4.2', 'LD_LIBRARY_PATH=/usr/local/nvidia/lib:/usr/local/nvidia/lib64', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=compute,utility', 'NV_CUDA_LIB_VERSION=11.4.2-1', 'NV_NVTX_VERSION=11.4.120-1', 'NV_LIBNPP_VERSION=11.4.0.110-1', 'NV_LIBNPP_PACKAGE=libnpp-11-4=11.4.0.110-1', 'NV_LIBCUSPARSE_VERSION=11.6.0.120-1', 'NV_LIBCUBLAS_PACKAGE_NAME=libcublas-11-4', 'NV_LIBCUBLAS_VERSION=11.6.1.51-1', 'NV_LIBCUBLAS_PACKAGE=libcublas-11-4=11.6.1.51-1', 'NV_LIBNCCL_PACKAGE_NAME=libnccl2', 'NV_LIBNCCL_PACKAGE_VERSION=2.11.4-1', 'NCCL_VERSION=2.11.4-1', 'NV_LIBNCCL_PACKAGE=libnccl2=2.11.4-1+cuda11.4', 'NV_CUDA_CUDART_DEV_VERSION=11.4.108-1', 'NV_NVML_DEV_VERSION=11.4.120-1', 'NV_LIBCUSPARSE_DEV_VERSION=11.6.0.120-1', 'NV_LIBNPP_DEV_VERSION=11.4.0.110-1', 'NV_LIBNPP_DEV_PACKAGE=libnpp-dev-11-4=11.4.0.110-1', 'NV_LIBCUBLAS_DEV_VERSION=11.6.1.51-1', 'NV_LIBCUBLAS_DEV_PACKAGE_NAME=libcublas-dev-11-4', 'NV_LIBCUBLAS_DEV_PACKAGE=libcublas-dev-11-4=11.6.1.51-1', 'NV_LIBNCCL_DEV_PACKAGE_NAME=libnccl-dev', 'NV_LIBNCCL_DEV_PACKAGE_VERSION=2.11.4-1', 'NV_LIBNCCL_DEV_PACKAGE=libnccl-dev=2.11.4-1+cuda11.4', 'LIBRARY_PATH=/usr/local/cuda/lib64/stubs', 'MODEL_VERSION=0.22']","['python3', './asr_server_gpu.py']",True,sha256:b512981586b6fb7a0831b1a997222dfa2a2100505bb3cde4023f4484213b9377,,/opt/vosk-server/websocket-gpu-batch,,,{'maintainer': 'NVIDIA CORPORATION <cudatools@nvidia.com>'},NVIDIA CORPORATION <cudatools@nvidia.com>,f781c401d1e18655cc78eabc9c729457d944b8683501af39a29dee8ca3618849,f781c401d1e1,,,34,"['PATH=/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'NVARCH=x86_64', 'NVIDIA_REQUIRE_CUDA=cuda>=11.4 brand=tesla,driver>=418,driver<419 brand=tesla,driver>=440,driver<441 driver>=450', 'NV_CUDA_CUDART_VERSION=11.4.108-1', 'NV_CUDA_COMPAT_PACKAGE=cuda-compat-11-4', 'CUDA_VERSION=11.4.2', 'LD_LIBRARY_PATH=/usr/local/nvidia/lib:/usr/local/nvidia/lib64', 'NVIDIA_VISIBLE_DEVICES=all', 'NVIDIA_DRIVER_CAPABILITIES=compute,utility', 'NV_CUDA_LIB_VERSION=11.4.2-1', 'NV_NVTX_VERSION=11.4.120-1', 'NV_LIBNPP_VERSION=11.4.0.110-1', 'NV_LIBNPP_PACKAGE=libnpp-11-4=11.4.0.110-1', 'NV_LIBCUSPARSE_VERSION=11.6.0.120-1', 'NV_LIBCUBLAS_PACKAGE_NAME=libcublas-11-4', 'NV_LIBCUBLAS_VERSION=11.6.1.51-1', 'NV_LIBCUBLAS_PACKAGE=libcublas-11-4=11.6.1.51-1', 'NV_LIBNCCL_PACKAGE_NAME=libnccl2', 'NV_LIBNCCL_PACKAGE_VERSION=2.11.4-1', 'NCCL_VERSION=2.11.4-1', 'NV_LIBNCCL_PACKAGE=libnccl2=2.11.4-1+cuda11.4', 'NV_CUDA_CUDART_DEV_VERSION=11.4.108-1', 'NV_NVML_DEV_VERSION=11.4.120-1', 'NV_LIBCUSPARSE_DEV_VERSION=11.6.0.120-1', 'NV_LIBNPP_DEV_VERSION=11.4.0.110-1', 'NV_LIBNPP_DEV_PACKAGE=libnpp-dev-11-4=11.4.0.110-1', 'NV_LIBCUBLAS_DEV_VERSION=11.6.1.51-1', 'NV_LIBCUBLAS_DEV_PACKAGE_NAME=libcublas-dev-11-4', 'NV_LIBCUBLAS_DEV_PACKAGE=libcublas-dev-11-4=11.6.1.51-1', 'NV_LIBNCCL_DEV_PACKAGE_NAME=libnccl-dev', 'NV_LIBNCCL_DEV_PACKAGE_VERSION=2.11.4-1', 'NV_LIBNCCL_DEV_PACKAGE=libnccl-dev=2.11.4-1+cuda11.4', 'LIBRARY_PATH=/usr/local/cuda/lib64/stubs', 'MODEL_VERSION=0.22']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server_gpu.py""]']",sha256:b512981586b6fb7a0831b1a997222dfa2a2100505bb3cde4023f4484213b9377,,/opt/vosk-server/websocket-gpu-batch,,{'maintainer': 'NVIDIA CORPORATION <cudatools@nvidia.com>'},NVIDIA CORPORATION <cudatools@nvidia.com>,sha256:4942a1abcbfa1c325b1d7ed93d3cf6020f555be706672308a4a4a6b6d631d2e7/sha256:c74014424b6b3a3b5708743d39efefd81443605f70b08923afca7db7ecc449ac/sha256:3ac725010c75a17f2b4bec8f8a8591db3e7387c46d45f602e38c3f4a84efc705/sha256:a675232a9f2f541c9ed3c70187cba1b015edb8c58c3dd1d3dddfdf21bbe9b363/sha256:bf473535509d6b63245c4e4f363556fbfc83469075b783b32d44966c8acd0282/sha256:080df8b220591fac17774c8f9cfdf926549bc9fa87f2a5b23a871e5a9d25d9f7/sha256:7824b993090f4f23cf308e21e606008b7471fe40ddc1e1e386ea919f974b96ae/sha256:29bd37eb2256760e281d72688ef4099cd2757b02cd8ca319c0251faba5910898/sha256:8fc9e4745abd9194b569cbed1c3c4ab94b9a7b9e821f29b415219d5f6d6284bc/sha256:97c2b5a6777d6fa0e4773198358e92fd0616d2d795adcd9049e71a8a63349894/sha256:7a67ac7082e142a8773440b03a8f0443b570fa78719b58533631c913bc36fc9c/sha256:5dcccd4c63c9eae0c221e0c5cca2e05134c5ea61aad16cfa7aec286045231cb6/,sha256:4942a1abcbfa1c325b1d7ed93d3cf6020f555be706672308a4a4a6b6d631d2e7/sha256:c74014424b6b3a3b5708743d39efefd81443605f70b08923afca7db7ecc449ac/sha256:3ac725010c75a17f2b4bec8f8a8591db3e7387c46d45f602e38c3f4a84efc705/sha256:a675232a9f2f541c9ed3c70187cba1b015edb8c58c3dd1d3dddfdf21bbe9b363/sha256:bf473535509d6b63245c4e4f363556fbfc83469075b783b32d44966c8acd0282/sha256:080df8b220591fac17774c8f9cfdf926549bc9fa87f2a5b23a871e5a9d25d9f7/sha256:7824b993090f4f23cf308e21e606008b7471fe40ddc1e1e386ea919f974b96ae/sha256:29bd37eb2256760e281d72688ef4099cd2757b02cd8ca319c0251faba5910898/sha256:8fc9e4745abd9194b569cbed1c3c4ab94b9a7b9e821f29b415219d5f6d6284bc/sha256:97c2b5a6777d6fa0e4773198358e92fd0616d2d795adcd9049e71a8a63349894/sha256:7a67ac7082e142a8773440b03a8f0443b570fa78719b58533631c913bc36fc9c/sha256:5dcccd4c63c9eae0c221e0c5cca2e05134c5ea61aad16cfa7aec286045231cb6/,61
alphacep/kaldi-ru,latest,application/vnd.docker.container.image.v1+json,5069,sha256:0bda44a6c58b3eada7f1553b40d78e8fd9cde187512ac266669e5b54fd0c316c,amd64,linux,2021-11-17T15:19:08.589884617Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'RUVERSION=0.22']","['python3', './asr_server.py', '/opt/vosk-model-ru/model']",,sha256:57230e097248feffee3dd5023daa6de9659fa735d69cc7dbc09535a8b22257d1,,/opt/vosk-server/websocket,,,,,769dc7782c3dae51158220adf700d10f407e3a9007769060aea30c9bc62d3b6b,769dc7782c3d,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'RUVERSION=0.22']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-ru/model""]']",sha256:57230e097248feffee3dd5023daa6de9659fa735d69cc7dbc09535a8b22257d1,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:9b3087863881d8d5dae6bdfca3a7f32aa3fdbb611fa321078bb32d24ae20904e/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:9b3087863881d8d5dae6bdfca3a7f32aa3fdbb611fa321078bb32d24ae20904e/,10
alphacep/kaldi-vosk-server,latest,application/vnd.docker.container.image.v1+json,5203,sha256:67d7b05d692cd922a99a86cf8aa62d2990696f0b2e3140b4128c6933c734b865,amd64,linux,2021-11-17T15:18:08.592448545Z,,,,1,['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'],['bash'],,sha256:55d9de96d2b10c2e7a064aacb4093e1caab0b25e3ba96601d34de6057b0eae2d,,,,,,,1c87d767a06acd69e384d83638f3d48265c83dac2a5343f00ef77cf9f53b3304,,,,1,['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'],"['|1', 'KALDI_MKL=0', '/bin/sh', '-c', 'git clone -b vosk --single-branch https://github.com/alphacep/kaldi /opt/kaldi     && cd /opt/kaldi/tools     && sed -i \'s:status=0:exit 0:g\' extras/check_dependencies.sh     && sed -i \'s:--enable-ngram-fsts:--enable-ngram-fsts --disable-bin:g\' Makefile     && make -j $(nproc) openfst cub     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           extras/install_openblas_clapack.sh;        else           extras/install_mkl.sh;        fi         && cd /opt/kaldi/src     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           ./configure --mathlib=OPENBLAS_CLAPACK --shared;        else           ./configure --mathlib=MKL --shared;        fi     && sed -i \'s:-msse -msse2:-msse -msse2:g\' kaldi.mk     && sed -i \'s: -O1 : -O3 :g\' kaldi.mk     && make -j $(nproc) online2 lm rnnlm         && git clone https://github.com/alphacep/vosk-api /opt/vosk-api     && cd /opt/vosk-api/src     && KALDI_MKL=$KALDI_MKL KALDI_ROOT=/opt/kaldi make -j $(nproc)     && cd /opt/vosk-api/python     && python3 ./setup.py install         && git clone https://github.com/alphacep/vosk-server /opt/vosk-server         && rm -rf /opt/vosk-api/src/*.o     && rm -rf /opt/kaldi     && rm -rf /root/.cache     && rm -rf /var/lib/apt/lists/*']",sha256:55d9de96d2b10c2e7a064aacb4093e1caab0b25e3ba96601d34de6057b0eae2d,,,,,,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/,5
alphacep/kaldi-de,latest,application/vnd.docker.container.image.v1+json,5055,sha256:32eee066672de967e5ec6f5755cd34d6bff851143b97cec145c64c1edab176e4,amd64,linux,2021-11-17T15:21:22.201043499Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.6']","['python3', './asr_server.py', '/opt/vosk-model-de/model']",,sha256:f0b7b98f6f02137d5caa16402143d4140bdaccab676a7548f1da2a7e4f883f0e,,/opt/vosk-server/websocket,,,,,a969c4fe5cd3dfa869840d191cd0d88f553bc4228accfbec41ecd2bfb55ce8cd,a969c4fe5cd3,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.6']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-de/model""]']",sha256:f0b7b98f6f02137d5caa16402143d4140bdaccab676a7548f1da2a7e4f883f0e,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:76d1b58eac2714b347f325c792bcc0ddf8f066384a197dbfb3cad35ce145dfe7/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:76d1b58eac2714b347f325c792bcc0ddf8f066384a197dbfb3cad35ce145dfe7/,10
alphacep/kaldi-cn,latest,application/vnd.docker.container.image.v1+json,5059,sha256:473e2819ca92085496ef3d87b4d16c17a72a3d9e5fa2724f35a9ac4a9ad1e3b8,amd64,linux,2021-11-17T15:21:32.334791886Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.1']","['python3', './asr_server.py', '/opt/vosk-model-cn/model']",,sha256:4530237779f3368bd2bdf082df314c74f47eddd01a1506f2269bd6f6843d1e08,,/opt/vosk-server/websocket,,,,,4b94ec2fa7c2b76ef95ce12f8314c7c6bdcc8660f09ebbcdf906e8641abdbc3c,4b94ec2fa7c2,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.1']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-cn/model""]']",sha256:4530237779f3368bd2bdf082df314c74f47eddd01a1506f2269bd6f6843d1e08,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:c0fc6423646d248613d459e73585939bae526a18f406695fc769d3a4e7ec219a/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:c0fc6423646d248613d459e73585939bae526a18f406695fc769d3a4e7ec219a/,10
alphacep/kaldi-fr,latest,application/vnd.docker.container.image.v1+json,5486,sha256:335392ac39854eabdbb06cdeb2132df71768ee172580079f43b93730adbbb7d3,amd64,linux,2021-11-17T15:23:04.090438295Z,,,,4,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.6', 'LINTO_VERSION=2.2.0', 'VOSK_SAMPLE_RATE=16000']","['python3', './asr_server.py', '/opt/vosk-model-fr/model']",,sha256:814bf7e085b008634b4b780af4f50f7bb78abc4ee332ce1cce8e67df35157670,,/opt/vosk-server/websocket,,,,,8be95775efe044ba92f7d8ddf72460916fede540b14db4ad7b21e4399ad71cc3,8be95775efe0,,,4,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.6', 'LINTO_VERSION=2.2.0', 'VOSK_SAMPLE_RATE=16000']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-fr/model""]']",sha256:814bf7e085b008634b4b780af4f50f7bb78abc4ee332ce1cce8e67df35157670,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:d4321df9cca7caf62e91fcc1431ac3fc3c56e018a4d16fde6b751097f6c5523c/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:d4321df9cca7caf62e91fcc1431ac3fc3c56e018a4d16fde6b751097f6c5523c/,12
alphacep/kaldi-es,latest,application/vnd.docker.container.image.v1+json,5082,sha256:c14087e887ec6d60d38ab10127b2f86768c1a96c13c916075b599e31e9109c9f,amd64,linux,2021-11-17T15:23:08.870376958Z,,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.3']","['python3', './asr_server.py', '/opt/vosk-model-es/model']",,sha256:42025e742648003be6e95052f963e95a0ae70dedcbce052fa9c839c0e273e002,,/opt/vosk-server/websocket,,,,,1063857eef555f28fe6303e77bdff67ac5d536205bdc60382225b761f9ad99c4,1063857eef55,,,2,"['PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin', 'MODEL_VERSION=0.3']","['/bin/sh', '-c', '#(nop) ', 'CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-es/model""]']",sha256:42025e742648003be6e95052f963e95a0ae70dedcbce052fa9c839c0e273e002,,/opt/vosk-server/websocket,,{},,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:a7274b3b85f447c559dc96545c720827dfd850b2ff7087e3eae3fadf6288c282/,sha256:5e6a409f30b62f42e55599490ba76ad82dca8de7b52655ecc8be25c46ad8b2b9/sha256:9b6bd5f60fc02ecb7edd6977cac69f68a499ca42adba7c408bcdd4cbec8a574a/sha256:ef379c998906bf4fd6d2eeb14efcbb47c422bad8110c2b733988b283fad1d0dc/sha256:a7274b3b85f447c559dc96545c720827dfd850b2ff7087e3eae3fadf6288c282/,10
