Image,RepoTag,config_size,config_digest,created,created_by,empty_layer,comments
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2021-10-01T02:23:23.735764952Z,/bin/sh -c #(nop) ADD file:0d82cd095966e8ee78b593cb47a352eec842edb7bd9d9468e8a70154522447d1 in / ,,
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2021-10-01T02:23:24.179667784Z,"/bin/sh -c #(nop)  CMD [""bash""]",True,
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ENV NVARCH=x86_64,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,"ENV NVIDIA_REQUIRE_CUDA=cuda>=11.2 brand=tesla,driver>=418,driver<419 brand=tesla,driver>=440,driver<441 driver>=450",True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ENV NV_CUDA_CUDART_VERSION=11.2.146-1,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ENV NV_CUDA_COMPAT_PACKAGE=cuda-compat-11-2,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ENV NV_ML_REPO_ENABLED=1,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ENV NV_ML_REPO_URL=https://developer.download.nvidia.com/compute/machine-learning/repos/ubuntu1804/x86_64,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,ARG TARGETARCH,True,buildkit.dockerfile.v0
tensorflow/serving,nightly-gpu,11704,sha256:a0d609ff36c8616ab97ad1efffd6220f9ab38769b1bb76c92e503eb2a46e910a,2022-01-07T00:22:42.836402107Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
