Image,RepoTag,config_size,config_digest,created,created_by,empty_layer,comments
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-09-28T01:22:25.047020365Z,/bin/sh -c #(nop) ADD file:d05a14b1e57f9cc8eeb316a843403bbb35176d6222d60d6ddbb34faba977e316 in / ,,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-09-28T01:22:25.646405559Z,"/bin/sh -c #(nop)  CMD [""bash""]",True,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:04:01.165347857Z,/bin/sh -c #(nop)  ARG KALDI_MKL,True,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:06:05.232342266Z,|1 KALDI_MKL=0 /bin/sh -c apt-get update &&     apt-get install -y --no-install-recommends         wget         bzip2         unzip         xz-utils         g++         make         cmake         git         python3         python3-dev         python3-websockets         python3-setuptools         python3-pip         python3-wheel         python3-cffi         zlib1g-dev         automake         autoconf         libtool         pkg-config         ca-certificates     && rm -rf /var/lib/apt/lists/*,,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:18:08.592448545Z,"|1 KALDI_MKL=0 /bin/sh -c git clone -b vosk --single-branch https://github.com/alphacep/kaldi /opt/kaldi     && cd /opt/kaldi/tools     && sed -i 's:status=0:exit 0:g' extras/check_dependencies.sh     && sed -i 's:--enable-ngram-fsts:--enable-ngram-fsts --disable-bin:g' Makefile     && make -j $(nproc) openfst cub     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           extras/install_openblas_clapack.sh;        else           extras/install_mkl.sh;        fi         && cd /opt/kaldi/src     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           ./configure --mathlib=OPENBLAS_CLAPACK --shared;        else           ./configure --mathlib=MKL --shared;        fi     && sed -i 's:-msse -msse2:-msse -msse2:g' kaldi.mk     && sed -i 's: -O1 : -O3 :g' kaldi.mk     && make -j $(nproc) online2 lm rnnlm         && git clone https://github.com/alphacep/vosk-api /opt/vosk-api     && cd /opt/vosk-api/src     && KALDI_MKL=$KALDI_MKL KALDI_ROOT=/opt/kaldi make -j $(nproc)     && cd /opt/vosk-api/python     && python3 ./setup.py install         && git clone https://github.com/alphacep/vosk-server /opt/vosk-server         && rm -rf /opt/vosk-api/src/*.o     && rm -rf /opt/kaldi     && rm -rf /root/.cache     && rm -rf /var/lib/apt/lists/*",,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:23:09.504799772Z,/bin/sh -c #(nop)  ENV MODEL_VERSION=0.4,True,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:23:21.701237347Z,/bin/sh -c mkdir /opt/vosk-model-en-in    && cd /opt/vosk-model-en-in    && wget -q https://alphacephei.com/vosk/models/vosk-model-en-in-${MODEL_VERSION}.zip    && unzip vosk-model-en-in-${MODEL_VERSION}.zip    && mv vosk-model-en-in-${MODEL_VERSION} model    && rm vosk-model-en-in-${MODEL_VERSION}.zip,,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:23:22.450647127Z,/bin/sh -c #(nop)  EXPOSE 2700,True,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:23:22.898151062Z,/bin/sh -c #(nop) WORKDIR /opt/vosk-server/websocket,True,
alphacep/kaldi-en-in,latest,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,2021-11-17T15:23:23.399083103Z,"/bin/sh -c #(nop)  CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-en-in/model""]",True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-09-28T01:22:25.047020365Z,/bin/sh -c #(nop) ADD file:d05a14b1e57f9cc8eeb316a843403bbb35176d6222d60d6ddbb34faba977e316 in / ,,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-09-28T01:22:25.646405559Z,"/bin/sh -c #(nop)  CMD [""bash""]",True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:04:01.165347857Z,/bin/sh -c #(nop)  ARG KALDI_MKL,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:06:05.232342266Z,|1 KALDI_MKL=0 /bin/sh -c apt-get update &&     apt-get install -y --no-install-recommends         wget         bzip2         unzip         xz-utils         g++         make         cmake         git         python3         python3-dev         python3-websockets         python3-setuptools         python3-pip         python3-wheel         python3-cffi         zlib1g-dev         automake         autoconf         libtool         pkg-config         ca-certificates     && rm -rf /var/lib/apt/lists/*,,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:18:08.592448545Z,"|1 KALDI_MKL=0 /bin/sh -c git clone -b vosk --single-branch https://github.com/alphacep/kaldi /opt/kaldi     && cd /opt/kaldi/tools     && sed -i 's:status=0:exit 0:g' extras/check_dependencies.sh     && sed -i 's:--enable-ngram-fsts:--enable-ngram-fsts --disable-bin:g' Makefile     && make -j $(nproc) openfst cub     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           extras/install_openblas_clapack.sh;        else           extras/install_mkl.sh;        fi         && cd /opt/kaldi/src     && if [ ""x$KALDI_MKL"" != ""x1"" ] ; then           ./configure --mathlib=OPENBLAS_CLAPACK --shared;        else           ./configure --mathlib=MKL --shared;        fi     && sed -i 's:-msse -msse2:-msse -msse2:g' kaldi.mk     && sed -i 's: -O1 : -O3 :g' kaldi.mk     && make -j $(nproc) online2 lm rnnlm         && git clone https://github.com/alphacep/vosk-api /opt/vosk-api     && cd /opt/vosk-api/src     && KALDI_MKL=$KALDI_MKL KALDI_ROOT=/opt/kaldi make -j $(nproc)     && cd /opt/vosk-api/python     && python3 ./setup.py install         && git clone https://github.com/alphacep/vosk-server /opt/vosk-server         && rm -rf /opt/vosk-api/src/*.o     && rm -rf /opt/kaldi     && rm -rf /root/.cache     && rm -rf /var/lib/apt/lists/*",,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:19:09.301077586Z,/bin/sh -c #(nop)  ENV MODEL_VERSION=0.22,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:24:03.922397115Z,/bin/sh -c #(nop)  ENV SPK_MODEL_VERSION=0.4,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:25:00.21295353Z,/bin/sh -c mkdir /opt/vosk-model-en    && cd /opt/vosk-model-en    && wget -q http://alphacephei.com/kaldi/models/vosk-model-en-us-${MODEL_VERSION}.zip    && unzip vosk-model-en-us-${MODEL_VERSION}.zip    && mv vosk-model-en-us-${MODEL_VERSION} model    && rm -rf vosk-model-en-us-${MODEL_VERSION}.zip    && wget https://alphacephei.com/vosk/models/vosk-model-spk-${SPK_MODEL_VERSION}.zip    && unzip vosk-model-spk-${SPK_MODEL_VERSION}.zip    && mv vosk-model-spk-${SPK_MODEL_VERSION} model-spk    && rm -rf vosk-model-spk-${SPK_MODEL_VERSION}.zip,,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:25:01.127121937Z,/bin/sh -c #(nop)  EXPOSE 2700,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:25:01.743605177Z,/bin/sh -c #(nop) WORKDIR /opt/vosk-server/websocket,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:25:02.285251052Z,/bin/sh -c #(nop)  ENV VOSK_SPK_MODEL_PATH=/opt/vosk-model-en/model-spk,True,
alphacep/kaldi-en-spk,latest,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,2021-11-17T15:25:02.764689568Z,"/bin/sh -c #(nop)  CMD [""python3"" ""./asr_server.py"" ""/opt/vosk-model-en/model""]",True,
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-08-31T01:20:55.806655339Z,/bin/sh -c #(nop) ADD file:d2abf27fe2e8b0b5f4da68c018560c73e11c53098329246e3e6fe176698ef941 in / ,,
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-08-31T01:20:56.191693866Z,"/bin/sh -c #(nop)  CMD [""bash""]",True,
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,ENV NVARCH=x86_64,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,"ENV NVIDIA_REQUIRE_CUDA=cuda>=11.4 brand=tesla,driver>=418,driver<419 brand=tesla,driver>=440,driver<441 driver>=450",True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,ENV NV_CUDA_CUDART_VERSION=11.4.108-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,ENV NV_CUDA_COMPAT_PACKAGE=cuda-compat-11-4,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,ARG TARGETARCH,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,"RUN |1 TARGETARCH=amd64 /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     gnupg2 curl ca-certificates &&     curl -fsSL https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2004/${NVARCH}/7fa2af80.pub | apt-key add - &&     echo ""deb https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2004/${NVARCH} /"" > /etc/apt/sources.list.d/cuda.list &&     if [ ! -z ${NV_ML_REPO_ENABLED} ]; then echo ""deb ${NV_ML_REPO_URL} /"" > /etc/apt/sources.list.d/nvidia-ml.list; fi &&     apt-get purge --autoremove -y curl     && rm -rf /var/lib/apt/lists/* # buildkit",,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:01.480591568Z,ENV CUDA_VERSION=11.4.2,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:10.65507783Z,RUN |1 TARGETARCH=amd64 /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-cudart-11-4=${NV_CUDA_CUDART_VERSION}     ${NV_CUDA_COMPAT_PACKAGE}     && ln -s cuda-11.4 /usr/local/cuda &&     rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.056848173Z,"RUN |1 TARGETARCH=amd64 /bin/sh -c echo ""/usr/local/nvidia/lib"" >> /etc/ld.so.conf.d/nvidia.conf     && echo ""/usr/local/nvidia/lib64"" >> /etc/ld.so.conf.d/nvidia.conf # buildkit",,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.056848173Z,ENV PATH=/usr/local/nvidia/bin:/usr/local/cuda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.056848173Z,ENV LD_LIBRARY_PATH=/usr/local/nvidia/lib:/usr/local/nvidia/lib64,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.496074382Z,COPY NGC-DL-CONTAINER-LICENSE / # buildkit,,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.496074382Z,ENV NVIDIA_VISIBLE_DEVICES=all,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:40:11.496074382Z,"ENV NVIDIA_DRIVER_CAPABILITIES=compute,utility",True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_CUDA_LIB_VERSION=11.4.2-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_NVTX_VERSION=11.4.120-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBNPP_VERSION=11.4.0.110-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBNPP_PACKAGE=libnpp-11-4=11.4.0.110-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBCUSPARSE_VERSION=11.6.0.120-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBCUBLAS_PACKAGE_NAME=libcublas-11-4,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBCUBLAS_VERSION=11.6.1.51-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBCUBLAS_PACKAGE=libcublas-11-4=11.6.1.51-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBNCCL_PACKAGE_NAME=libnccl2,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBNCCL_PACKAGE_VERSION=2.11.4-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NCCL_VERSION=2.11.4-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ENV NV_LIBNCCL_PACKAGE=libnccl2=2.11.4-1+cuda11.4,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,ARG TARGETARCH,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,LABEL maintainer=NVIDIA CORPORATION <cudatools@nvidia.com>,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.233067256Z,RUN |1 TARGETARCH=amd64 /bin/sh -c apt-get update && apt-get install -y --no-install-recommends     cuda-libraries-11-4=${NV_CUDA_LIB_VERSION}     ${NV_LIBNPP_PACKAGE}     cuda-nvtx-11-4=${NV_NVTX_VERSION}     libcusparse-11-4=${NV_LIBCUSPARSE_VERSION}     ${NV_LIBCUBLAS_PACKAGE}     ${NV_LIBNCCL_PACKAGE}     && rm -rf /var/lib/apt/lists/* # buildkit,,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:43:33.462128185Z,RUN |1 TARGETARCH=amd64 /bin/sh -c apt-mark hold ${NV_LIBCUBLAS_PACKAGE_NAME} ${NV_LIBNCCL_PACKAGE_NAME} # buildkit,,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_CUDA_LIB_VERSION=11.4.2-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_CUDA_CUDART_DEV_VERSION=11.4.108-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_NVML_DEV_VERSION=11.4.120-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBCUSPARSE_DEV_VERSION=11.6.0.120-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBNPP_DEV_VERSION=11.4.0.110-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBNPP_DEV_PACKAGE=libnpp-dev-11-4=11.4.0.110-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBCUBLAS_DEV_VERSION=11.6.1.51-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBCUBLAS_DEV_PACKAGE_NAME=libcublas-dev-11-4,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBCUBLAS_DEV_PACKAGE=libcublas-dev-11-4=11.6.1.51-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBNCCL_DEV_PACKAGE_NAME=libnccl-dev,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBNCCL_DEV_PACKAGE_VERSION=2.11.4-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NCCL_VERSION=2.11.4-1,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ENV NV_LIBNCCL_DEV_PACKAGE=libnccl-dev=2.11.4-1+cuda11.4,True,buildkit.dockerfile.v0
alphacep/kaldi-en-gpu,latest,18704,sha256:c7a9f252d76c1fd79193ef3bc74625eeb90ebc832943239d7de7ec934742fb36,2021-09-15T22:51:43.604385991Z,ARG TARGETARCH,True,buildkit.dockerfile.v0
