Category,image,metrics,layer_size
MLOps/ AIOps,larribas/mlflow,FLS,856.71
MLOps/ AIOps,larribas/mlflow,CLS,524.63
MLOps/ AIOps,tensorflow/serving,FLS,1867.9599999999998
MLOps/ AIOps,tensorflow/serving,CLS,2835.8400000000006
MLOps/ AIOps,rootproject/root,FLS,667.9499999999999
MLOps/ AIOps,rootproject/root,CLS,954.14
MLOps/ AIOps,intelanalytics/bigdl,FLS,1035.24
MLOps/ AIOps,intelanalytics/bigdl,CLS,2012.53
MLOps/ AIOps,ufoym/deepo,FLS,887.57
MLOps/ AIOps,ufoym/deepo,CLS,1363.7799999999997
MLOps/ AIOps,intelanalytics/analytics-zoo,FLS,2405.0
MLOps/ AIOps,intelanalytics/analytics-zoo,CLS,2339.12
MLOps/ AIOps,sqlflow/sqlflow,FLS,4968.110000000001
MLOps/ AIOps,sqlflow/sqlflow,CLS,7572.900000000001
MLOps/ AIOps,seldonio/seldon-core-operator,FLS,2019.9999999999998
MLOps/ AIOps,seldonio/seldon-core-s2i-python3,FLS,4660.15
MLOps/ AIOps,seldonio/seldon-core-s2i-python3,CLS,2937.2200000000003
MLOps/ AIOps,seldonio/seldon-core-s2i-python3,CLS,1491.7399999999998
MLOps/ AIOps,jolibrain/deepdetect_gpu,FLS,7095.76
MLOps/ AIOps,jolibrain/deepdetect_gpu_torch,FLS,5900.8099999999995
MLOps/ AIOps,jolibrain/deepdetect_cpu,FLS,6508.91
MLOps/ AIOps,jolibrain/deepdetect_cpu_torch,FLS,7313.380000000001
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,FLS,8477.359999999999
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,CLS,4455.35
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,CLS,6562.389999999999
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,CLS,6245.2
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,CLS,7757.15
MLOps/ AIOps,jolibrain/deepdetect_gpu_tensorrt,CLS,4695.82
MLOps/ AIOps,tensorflow/tfx,FLS,5828.95
MLOps/ AIOps,tensorflow/tfx,CLS,6441.459999999999
MLOps/ AIOps,kserve/kserve-migration,FLS,176.38
MLOps/ AIOps,kserve/kserve-controller,FLS,654.61
MLOps/ AIOps,kserve/kserve-controller,CLS,834.6400000000001
MLOps/ AIOps,kserve/kserve-controller,CLS,53.07
MLOps/ AIOps,4pdosc/openmldb,FLS,1723.03
MLOps/ AIOps,4pdosc/openmldb,CLS,3021.37
MLOps/ AIOps,volcanosh/volcano-device-plugin,FLS,101.23
MLOps/ AIOps,volcanosh/volcano-device-plugin,CLS,30.59
MLOps/ AIOps,feastdev/feast-serving,FLS,633.38
MLOps/ AIOps,feastdev/feast-serving,CLS,308.20000000000005
MLOps/ AIOps,bentoml/model-server,FLS,5446.37
MLOps/ AIOps,bentoml/yatai-service,FLS,3474.9900000000002
MLOps/ AIOps,bentoml/yatai-service,CLS,2575.7200000000003
MLOps/ AIOps,bentoml/yatai-service,CLS,1748.09
MLOps/ AIOps,seldonio/seldon-server,FLS,3464.7999999999997
MLOps/ AIOps,seldonio/seldon-server,CLS,3984.77
MLOps/ AIOps,mltooling/ml-workspace,FLS,7665.719999999999
MLOps/ AIOps,mltooling/ml-workspace,CLS,15428.96
MLOps/ AIOps,polyaxon/polyaxon-sidecar,FLS,1363.62
MLOps/ AIOps,polyaxon/polyaxon-hpsearch,FLS,1326.83
MLOps/ AIOps,polyaxon/polyaxon-scheduler,FLS,2767.0600000000004
MLOps/ AIOps,polyaxon/polyaxon-core,FLS,2390.6400000000003
MLOps/ AIOps,polyaxon/polyaxon-api,FLS,2706.15
MLOps/ AIOps,polyaxon/polyaxon-api,CLS,3440.8900000000003
MLOps/ AIOps,polyaxon/polyaxon-api,CLS,5696.24
MLOps/ AIOps,polyaxon/polyaxon-api,CLS,4819.209999999999
MLOps/ AIOps,polyaxon/polyaxon-api,CLS,2106.49
MLOps/ AIOps,polyaxon/polyaxon-api,CLS,2089.0299999999997
MLOps/ AIOps,marsproject/mars-base,FLS,1300.47
MLOps/ AIOps,marsproject/mars-base,CLS,903.52
MLOps/ AIOps,vertaaiofficial/modeldb-backend,FLS,917.86
MLOps/ AIOps,vertaaiofficial/modeldb-backend,CLS,735.78
MLOps/ AIOps,wixee/old_he-transformer,FLS,870.4300000000001
MLOps/ AIOps,wixee/old_he-transformer,CLS,1050.64
MLOps/ AIOps,mesosphere/dcos-commons,FLS,1875.9699999999998
MLOps/ AIOps,mesosphere/dcos-commons,CLS,2445.2999999999997
MLOps/ AIOps,wasmedge/wasmedge,FLS,307.94
MLOps/ AIOps,wasmedge/wasmedge,CLS,1625.32
MLOps/ AIOps,blazingdb/blazingsql,FLS,660.5899999999999
MLOps/ AIOps,blazingdb/blazingsql,CLS,558.66
MLOps/ AIOps,paddlepaddle/serving,FLS,1085.13
MLOps/ AIOps,paddlepaddle/serving,CLS,996.97
MLOps/ AIOps,fedlearner/fedlearner,FLS,2597.3199999999997
MLOps/ AIOps,fedlearner/fedlearner-apiserver,FLS,310.57
MLOps/ AIOps,fedlearner/fedlearner-operator,FLS,312.0
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,1092.2800000000002
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,330.45
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,329.07
MLOps/ AIOps,openvino/model_server,FLS,767.69
MLOps/ AIOps,openvino/model_server,CLS,594.11
MLOps/ AIOps,orchest/orchest-ctl,FLS,1169.52
MLOps/ AIOps,orchest/orchest-api,FLS,6211.130000000001
MLOps/ AIOps,orchest/orchest-api,CLS,505.52
MLOps/ AIOps,orchest/orchest-api,CLS,4749.5
MLOps/ AIOps,mltooling/opyrator-playground,FLS,4434.87
MLOps/ AIOps,mltooling/opyrator-playground,CLS,4130.240000000001
MLOps/ AIOps,blueoil/blueoil,FLS,2104.73
MLOps/ AIOps,blueoil/blueoil,CLS,5053.359999999999
MLOps/ AIOps,zenmldocker/zenml,FLS,1198.72
MLOps/ AIOps,zenmldocker/zenml,CLS,278.41
MLOps/ AIOps,metabrainz/acousticbrainz,FLS,6696.499999999999
MLOps/ AIOps,metabrainz/acousticbrainz,CLS,11806.93
MLOps/ AIOps,learningathome/hivemind,FLS,6196.67
MLOps/ AIOps,learningathome/hivemind,CLS,10705.470000000001
MLOps/ AIOps,kubedl/kubedl,FLS,111.62
MLOps/ AIOps,kubedl/kubedl,CLS,1468.3100000000002
MLOps/ AIOps,mltooling/ml-hub,FLS,5599.1900000000005
MLOps/ AIOps,mltooling/ml-hub,CLS,5580.44
MLOps/ AIOps,novetta/adaptnlp,FLS,1560.15
MLOps/ AIOps,novetta/adaptnlp,CLS,1285.25
MLOps/ AIOps,s22s/rasterframes-notebook,FLS,8657.91
MLOps/ AIOps,s22s/rasterframes-notebook,CLS,10264.42
MLOps/ AIOps,asuprem/raydp,FLS,1815.8200000000002
MLOps/ AIOps,asuprem/raydp,CLS,1993.33
MLOps/ AIOps,cylondata/cylon,FLS,1305.8300000000002
MLOps/ AIOps,cylondata/cylon,CLS,2283.5200000000004
MLOps/ AIOps,huangrh9/autodist,FLS,3344.4199999999996
MLOps/ AIOps,huangrh9/autodist,CLS,4520.17
MLOps/ AIOps,milesg/gordo-model-server,FLS,372.7
MLOps/ AIOps,milesg/gordo-model-server,CLS,1486.09
MLOps/ AIOps,camazaqui/learningorchestra,FLS,4047.3999999999996
MLOps/ AIOps,camazaqui/learningorchestra,CLS,2970.73
MLOps/ AIOps,marsproject/mars,FLS,3616.1299999999997
MLOps/ AIOps,marsproject/mars,CLS,2069.22
MLOps/ AIOps,llnl/merlin,FLS,2579.87
MLOps/ AIOps,llnl/merlin,CLS,1392.1200000000001
MLOps/ AIOps,mcr.microsoft.com/azureml/aml-triton,FLS,8789.989999999998
MLOps/ AIOps,mcr.microsoft.com/azureml/aml-triton,CLS,12215.300000000001
MLOps/ AIOps,arangoml/arangopipe_ui,FLS,638.5500000000001
MLOps/ AIOps,arangoml/arangopipe_ui,CLS,1988.99
MLOps/ AIOps,bitnami/tensorflow-serving,FLS,1440.75
MLOps/ AIOps,bitnami/tensorflow-serving,CLS,1561.44
MLOps/ AIOps,augerai/a2ml,FLS,1455.1099999999997
MLOps/ AIOps,augerai/a2ml,CLS,1620.8599999999997
MLOps/ AIOps,omegaml/omegaml,FLS,4868.66
MLOps/ AIOps,omegaml/omegaml-base,FLS,2642.67
MLOps/ AIOps,omegaml/omegaml-base,CLS,5639.68
MLOps/ AIOps,omegaml/omegaml-base,CLS,1647.5300000000002
Application System,faceswap/faceswap,FLS,4229.85
Application System,faceswap/faceswap,CLS,7049.21
Application System,cmusatyalab/openface,FLS,2450.17
Application System,cmusatyalab/openface,CLS,2466.5799999999995
Application System,nagadomi/waifu2x,FLS,1246.9299999999998
Application System,nagadomi/waifu2x,CLS,4982.8099999999995
Application System,pmoulon/openmvg,FLS,1719.91
Application System,pmoulon/openmvg,CLS,2945.53
Application System,mycroftai/docker-mycroft,FLS,467.31000000000006
Application System,mycroftai/docker-mycroft,CLS,2352.3099999999995
Application System,robocarstore/donkeycar,FLS,6094.960000000001
Application System,robocarstore/donkeycar,CLS,3018.79
Application System,chadockerxom/pyrocent,FLS,1891.42
Application System,chadockerxom/pyrocent,CLS,959.61
Application System,alicevision/meshroom,FLS,8747.25
Application System,alicevision/meshroom,CLS,10656.83
Application System,tnarik/malmo,FLS,1771.71
Application System,tnarik/malmo,CLS,3806.45
Application System,jbarlow83/ocrmypdf-ss,FLS,4113.4800000000005
Application System,jbarlow83/ocrmypdf,FLS,1647.6899999999998
Application System,jbarlow83/ocrmypdf,CLS,889.83
Application System,jbarlow83/ocrmypdf,CLS,3106.9599999999996
Application System,cloudannotations/cloudannotations,FLS,771.2
Application System,cloudannotations/cloudannotations,CLS,407.59
Application System,k4yt3x/video2x,FLS,234.78
Application System,k4yt3x/video2x,CLS,1069.84
Application System,mapbox/robosat,FLS,3925.0
Application System,mapbox/robosat,CLS,3349.3799999999997
Application System,borispolonsky/vizdoom-pytorch,FLS,2346.2700000000004
Application System,borispolonsky/vizdoom-pytorch,CLS,6256.339999999999
Application System,mmkamani/mmclassification,FLS,2298.2799999999997
Application System,mmkamani/mmclassification,CLS,4640.629999999999
Application System,svarogcldo/make-sense,FLS,1626.3900000000003
Application System,svarogcldo/make-sense,CLS,460.39
Application System,hqkhan/bindsnet,FLS,2128.34
Application System,hqkhan/bindsnet,CLS,3060.9
Application System,pipcook/pipcook,FLS,2179.5299999999997
Application System,pipcook/pipcook,CLS,4519.150000000001
Application System,animcogn/face_recognition,FLS,364.28999999999996
Application System,animcogn/face_recognition,CLS,405.26
Application System,synesthesiam/mycroft-precise-trainer,FLS,403.91999999999996
Application System,synesthesiam/mycroft-precise-trainer,CLS,2637.19
Application System,oilpal/fastmot,FLS,8044.380000000001
Application System,oilpal/fastmot,CLS,9332.659999999998
Application System,robotology/yarp,FLS,996.5699999999999
Application System,robotology/yarp,CLS,2471.23
Application System,marccote19/textworld,FLS,788.38
Application System,marccote19/textworld,CLS,1268.69
Application System,probcomp/gen-quickstart,FLS,1375.29
Application System,probcomp/gen-quickstart,CLS,1596.77
Application System,koma1231/pypylon-python3.8,FLS,175.44
Application System,koma1231/pypylon-python3.8,CLS,455.63
Application System,owlbarn/owl,FLS,5381.37
Application System,owlbarn/owl,CLS,2797.7599999999998
Application System,zivkaziv/videoflow,FLS,1119.98
Application System,zivkaziv/videoflow,CLS,1337.0300000000002
Application System,kitware/kwiver,FLS,1909.31
Application System,kitware/kwiver,CLS,3843.48
Application System,kundajelab/dragonn,FLS,7002.76
Application System,kundajelab/dragonn,CLS,7899.18
Application System,alicevision/cctag,FLS,3160.17
Application System,alicevision/cctag,CLS,3903.8
Application System,jahi9791/paperai_repo1,FLS,4696.849999999999
Application System,jahi9791/paperai_repo1,CLS,4285.429999999999
Application System,devopsteampl/voice-cloning-app,FLS,1914.62
Application System,devopsteampl/voice-cloning-app,CLS,1803.2600000000002
Application System,libertem/libertem-dev,FLS,1812.2900000000002
Application System,libertem/libertem-dev,CLS,638.3
Application System,asreview/asreview,FLS,1587.6299999999999
Application System,asreview/asreview,CLS,775.32
Application System,alliander/imagetagger,FLS,1563.84
Application System,alliander/imagetagger,CLS,977.07
Application System,projectglow/glow-aws,FLS,3862.1299999999997
Application System,projectglow/glow-azure,FLS,6436.47
Application System,projectglow/glow-azure,CLS,4670.319999999999
Application System,projectglow/glow-azure,CLS,8519.35
Application System,nipy/mindboggle,FLS,2385.07
Application System,nipy/mindboggle,CLS,2590.58
Application System,cbica/captk,FLS,3731.3900000000003
Application System,cbica/captk,CLS,3603.14
Application System,weilbyte/esmbotmin,FLS,3540.4500000000003
Application System,weilbyte/esmbotmin,CLS,2837.54
Application System,barksim/bark,FLS,3698.1499999999996
Application System,barksim/bark,CLS,2822.23
Application System,rosetteapi/java-examples,FLS,274.77
Application System,rosetteapi/java-examples,CLS,971.19
Application System,hamelsmu/ktext-test,FLS,596.68
Application System,hamelsmu/ktext-test,CLS,763.0
Application System,marvinler/pypownet,FLS,1917.46
Application System,marvinler/pypownet,CLS,769.14
Application System,local0state/trojanzoo,FLS,1794.2699999999998
Application System,local0state/trojanzoo,CLS,1239.05
Application System,skkueslab/ant-build-test,FLS,1566.75
Application System,skkueslab/ant-build-test,CLS,3155.7
Application System,claraomics/atacworks,FLS,3691.62
Application System,claraomics/atacworks,CLS,2564.5200000000004
Application System,sirimullalab/dlscore,FLS,2690.22
Application System,sirimullalab/dlscore,CLS,2290.38
Application System,weiji14/deepbedmap,FLS,4966.1
Application System,weiji14/deepbedmap,CLS,2834.84
Application System,cair/deeprts,FLS,2233.37
Application System,cair/deeprts,CLS,2908.1400000000003
Application System,mlrun/mlrun-ui,FLS,1891.82
Application System,mlrun/ml-models,FLS,6408.06
Application System,mlrun/mlrun-api,FLS,1971.5900000000001
Application System,mlrun/ml-models-gpu,FLS,6884.67
Application System,mlrun/ml-models-gpu,CLS,3706.26
Application System,mlrun/ml-models-gpu,CLS,3501.2599999999998
Application System,mlrun/ml-models-gpu,CLS,7584.719999999999
Application System,mlrun/ml-models-gpu,CLS,1790.6499999999996
Application System,andrejorsula/drl_grasping,FLS,5155.58
Application System,andrejorsula/drl_grasping,CLS,3965.04
Application System,certifaiai/classifai,FLS,1368.9399999999998
Application System,certifaiai/classifai,CLS,1424.52
Application System,spacechop/spacechop,FLS,2500.71
Application System,spacechop/spacechop,CLS,2622.2
Application System,bscwdc/dislib,FLS,938.88
Application System,bscwdc/dislib-base,FLS,841.2900000000001
Application System,bscwdc/dislib-base,CLS,2277.9
Application System,bscwdc/dislib-base,CLS,1850.8600000000001
Application System,dcanlabs/abcd-hcp-pipeline,FLS,3910.1000000000004
Application System,dcanlabs/abcd-hcp-pipeline,CLS,7084.240000000001
Application System,aldro61/kover,FLS,2372.0899999999997
Application System,aldro61/kover,CLS,2305.31
Application System,dicegroup/tebaqa,FLS,2295.04
Application System,dicegroup/tebaqa,CLS,2159.6400000000003
Application System,vwxyzjn/gym-microrts,FLS,2165.4300000000003
Application System,vwxyzjn/gym-microrts,CLS,2678.3
Application System,erechtheus79/geolocation,FLS,2680.7
Application System,erechtheus79/geolocation,CLS,2071.27
Application System,hkubal/clair3,FLS,1495.96
Application System,hkubal/clair3,CLS,2557.23
Application System,viadee/bpmn.ai,FLS,2039.29
Application System,viadee/bpmn.ai-ui,FLS,2659.34
Application System,viadee/bpmn.ai-ui,CLS,1477.7400000000002
Application System,viadee/bpmn.ai-ui,CLS,2041.6000000000001
Application System,cselab/korali,FLS,603.6599999999999
Application System,cselab/korali,CLS,2610.7400000000002
Application System,librealsense/librealsense,FLS,1305.2
Application System,librealsense/librealsense,CLS,1138.63
Application System,openmined/pysyft-notebook,FLS,1784.87
Application System,openmined/pysyft-notebook,CLS,2102.9
Application System,deeplabcut/deeplabcut,FLS,2897.16
Application System,deeplabcut/deeplabcut,CLS,3371.79
Application System,photoprism/photoprism-arm64,FLS,2350.2700000000004
Application System,photoprism/photoprism-arm64,CLS,3567.7200000000003
Application System,alphacep/kaldi-en-in,FLS,960.89
Application System,alphacep/vosk-unimrcp,FLS,342.59
Application System,alphacep/kaldi-es,FLS,320.21999999999997
Application System,alphacep/kaldi-en-gpu,FLS,1786.3700000000001
Application System,alphacep/kaldi-manylinux,FLS,898.56
Application System,alphacep/kaldi-grpc-en,FLS,297.46
Application System,alphacep/kaldi-ru,FLS,269.90999999999997
Application System,alphacep/kaldi-en-spk,FLS,270.09
Application System,alphacep/kaldi-vosk-server,FLS,267.40999999999997
Application System,alphacep/kaldi-cn,FLS,673.71
Application System,alphacep/kaldi-de,FLS,269.4
Application System,alphacep/kaldi-en,FLS,270.08
Application System,alphacep/kaldi-fr,FLS,269.73999999999995
Application System,alphacep/kaldi-fr,CLS,269.13
Application System,alphacep/kaldi-fr,CLS,640.8199999999999
Application System,alphacep/kaldi-fr,CLS,269.14000000000004
Application System,alphacep/kaldi-fr,CLS,521.09
Application System,alphacep/kaldi-fr,CLS,268.79
Application System,alphacep/kaldi-fr,CLS,267.29
Application System,alphacep/kaldi-fr,CLS,268.41
Application System,alphacep/kaldi-fr,CLS,465.36
Application System,alphacep/kaldi-fr,CLS,268.81
Application System,alphacep/kaldi-fr,CLS,300.48
Application System,alphacep/kaldi-fr,CLS,1452.51
Application System,alphacep/kaldi-fr,CLS,284.49
Application System,alphacep/kaldi-fr,CLS,283.83
Application System,pytorchlightning/metrics-dev,FLS,2112.33
Application System,pytorchlightning/metrics-dev,CLS,1057.15
Application System,beammodel/beam,FLS,299.24
Application System,beammodel/beam,CLS,172.66000000000003
Application System,fetchai/aea-deploy,FLS,2115.08
Application System,fetchai/aea-develop,FLS,663.6300000000001
Application System,fetchai/aea-user,FLS,3033.82
Application System,fetchai/aea-user,CLS,4051.2200000000003
Application System,fetchai/aea-user,CLS,1482.28
Application System,fetchai/aea-user,CLS,651.1199999999999
Application System,jguweka/jguweka,FLS,1226.1799999999998
Application System,jguweka/jguweka,CLS,3432.3899999999994
Application System,projectmonai/monailabel,FLS,10795.890000000001
Application System,projectmonai/monailabel,CLS,10035.17
Application System,z1pti3/jimi_core,FLS,1416.89
Application System,z1pti3/jimi_web,FLS,2198.84
Application System,z1pti3/jimi_web,CLS,1050.89
Application System,z1pti3/jimi_web,CLS,289.65000000000003
Application System,masatoka/jetson-base,FLS,5342.44
Application System,masatoka/jetson-nano-torch-sample,FLS,8011.200000000001
Application System,masatoka/jetson-nano-base,FLS,8010.170000000001
Application System,masatoka/jetson-nano-base,CLS,3535.9500000000003
Application System,masatoka/jetson-nano-base,CLS,4780.53
Application System,masatoka/jetson-nano-base,CLS,5371.53
Application System,openalpr/openalpr,FLS,953.98
Application System,openalpr/openalpr,CLS,2725.5699999999997
Application System,farmng/base,FLS,5052.17
Application System,farmng/devel,FLS,3280.39
Application System,farmng/devel,CLS,5223.39
Application System,farmng/devel,CLS,1456.0499999999997
Application System,linonetwork/linox,FLS,1911.89
Application System,linonetwork/linox,CLS,823.1400000000002
Application System,ailemondocker/asrt_service,FLS,1694.17
Application System,ailemondocker/asrt_service,CLS,1599.2300000000002
Application System,g4challenge/mmocr,FLS,3217.72
Application System,g4challenge/mmocr,CLS,2118.59
Application System,shinyeyes/perceptualsimilarity,FLS,1773.9099999999999
Application System,shinyeyes/perceptualsimilarity,CLS,4655.0
Application System,rasa/financial-demo,FLS,912.39
Application System,rasa/financial-demo,CLS,671.83
Application System,mozilla/deepspeech-train,FLS,4555.929999999999
Application System,mozilla/deepspeech-server,FLS,6831.7
Application System,mozilla/deepspeech-server,CLS,4389.71
Application System,mozilla/deepspeech-server,CLS,5874.8499999999985
Application System,wkentaro/labelme,FLS,143.38000000000002
Application System,wkentaro/labelme,CLS,333.88999999999993
Application System,carlasim/carla,FLS,3901.9000000000005
Application System,carlasim/carla,CLS,2969.6600000000003
Application System,deezer/spleeter,FLS,2675.84
Application System,deezer/spleeter-gpu,FLS,2679.7200000000003
Application System,deezer/spleeter-gpu,CLS,2007.53
Application System,openvino/workbench,FLS,4486.6500000000015
Application System,openvino/cvat_server,FLS,1866.8800000000003
Application System,openvino/cvat_ui,FLS,248.34
Application System,openvino/cvat_ui,CLS,2671.12
Application System,openvino/cvat_ui,CLS,2482.62
Application System,openvino/cvat_ui,CLS,8406.800000000003
Application System,numenta/nupic,FLS,2634.2
Application System,numenta/nupic,CLS,2554.85
Application System,silviostanzani/open3d-ml,FLS,7444.819999999999
Application System,silviostanzani/open3d-ml,CLS,9467.089999999997
Application System,doccano/doccano,FLS,1241.9299999999998
Application System,doccano/doccano,CLS,580.81
Application System,federatedai/fateboard,FLS,268.06
Application System,federatedai/fateboard,CLS,291.71000000000004
Application System,colmap/colmap,FLS,2581.85
Application System,colmap/colmap,CLS,3230.93
Application System,heartexlabs/label-studio,FLS,1611.15
Application System,heartexlabs/label-studio,CLS,1577.95
Application System,dany06/ai-chatbot-framework,FLS,2940.2300000000005
